name,url,cr,type,size,ac,hp,align,legendary,source,release_date,str,dex,con,int,wis,cha,fly_speed,swim_speed,type_grouped,align_grouped,source_grouped
hill-giant,https://www.aidedd.org/dnd/monstres.php?vo=hill-giant,5.0,giant,Huge,13,105,chaotic evil,0,Monster Manual (SRD),12/01/2016,21.0,8.0,19.0,5.0,9.0,6.0,0,0,giant,Evil,Monster Manual (SRD)
hippogriff,https://www.aidedd.org/dnd/monstres.php?vo=hippogriff,1.0,monstrosity,Large,11,19,unaligned,0,Monster Manual (SRD),12/01/2016,17.0,13.0,13.0,2.0,12.0,8.0,1,0,monstrosity,Unaligned,Monster Manual (SRD)
hobgoblin,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin,0.5,humanoid (goblinoid),Medium,18,11,lawful evil,0,Monster Manual (SRD),12/01/2016,13.0,12.0,12.0,10.0,10.0,9.0,0,0,humanoid,Evil,Monster Manual (SRD)
hobgoblin-captain,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin-captain,3.0,humanoid (goblinoid),Medium,17,39,lawful evil,0,Monster Manual (BR),03/07/2014,15.0,14.0,14.0,12.0,10.0,13.0,0,0,humanoid,Evil,Monster Manual (BR)
hobgoblin-devastator,,4.0,humanoid (goblinoid),Medium,13,45,lawful evil,0,Volo's Guide to Monsters,15/11/2016,13.0,12.0,14.0,16.0,13.0,11.0,0,0,humanoid,Evil,Volo's Guide to Monsters
hobgoblin-iron-shadow,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin-iron-shadow,2.0,humanoid (goblinoid),Medium,15,32,lawful evil,0,Volo's Guide to Monsters,15/11/2016,14.0,16.0,15.0,14.0,15.0,11.0,0,0,humanoid,Evil,Volo's Guide to Monsters
hobgoblin-warlord,,6.0,humanoid (goblinoid),Medium,20,97,lawful evil,0,Monster Manual,30/09/2014,16.0,14.0,16.0,14.0,11.0,15.0,0,0,humanoid,Evil,Monster Manual
homunculus,https://www.aidedd.org/dnd/monstres.php?vo=homunculus,0.0,construct,Tiny,13,5,neutral,0,Monster Manual (SRD),12/01/2016,4.0,15.0,11.0,10.0,10.0,7.0,1,0,construct,Neutral,Monster Manual (SRD)
hook-horror,https://www.aidedd.org/dnd/monstres.php?vo=hook-horror,3.0,monstrosity,Large,15,75,neutral,0,Monster Manual (BR),03/07/2014,18.0,10.0,15.0,6.0,12.0,7.0,0,0,monstrosity,Neutral,Monster Manual (BR)
horned-devil,https://www.aidedd.org/dnd/monstres.php?vo=horned-devil,11.0,fiend (devil),Large,18,178,lawful evil,0,Monster Manual (SRD),12/01/2016,22.0,17.0,21.0,12.0,16.0,17.0,1,0,fiend,Evil,Monster Manual (SRD)
howler,,8.0,fiend,Large,16,90,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,17.0,16.0,15.0,5.0,20.0,6.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
hulking-crab,,5.0,beast,Huge,17,76,unaligned,0,Adventures (Storm King's Thunder),06/09/2016,19.0,8.0,16.0,3.0,11.0,3.0,0,1,beast,Unaligned,Adventures
hunter-shark,https://www.aidedd.org/dnd/monstres.php?vo=hunter-shark,2.0,beast,Large,12,45,unaligned,0,Monster Manual (SRD),12/01/2016,18.0,13.0,15.0,1.0,10.0,4.0,0,1,beast,Unaligned,Monster Manual (SRD)
hutijin,,21.0,fiend (devil),Large,19,200,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,27.0,15.0,25.0,23.0,19.0,25.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
hydra,https://www.aidedd.org/dnd/monstres.php?vo=hydra,8.0,monstrosity,Huge,15,172,unaligned,0,Monster Manual (SRD),12/01/2016,20.0,12.0,20.0,2.0,10.0,7.0,0,1,monstrosity,Unaligned,Monster Manual (SRD)
hydroloth,,9.0,fiend (yugoloth),Medium,15,135,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,12.0,21.0,16.0,19.0,10.0,14.0,0,1,fiend,Evil,Mordenkainen's Tome of Foes
hyena,https://www.aidedd.org/dnd/monstres.php?vo=hyena,0.0,beast,Medium,11,5,unaligned,0,Monster Manual (SRD),12/01/2016,11.0,13.0,12.0,2.0,12.0,5.0,0,0,beast,Unaligned,Monster Manual (SRD)
ice-devil,https://www.aidedd.org/dnd/monstres.php?vo=ice-devil,14.0,fiend (devil),Large,18,180,lawful evil,0,Monster Manual (SRD),12/01/2016,21.0,14.0,18.0,18.0,15.0,18.0,0,0,fiend,Evil,Monster Manual (SRD)
ice-mephit,https://www.aidedd.org/dnd/monstres.php?vo=ice-mephit,0.5,elemental,Small,11,21,neutral evil,0,Monster Manual (SRD),12/01/2016,7.0,13.0,10.0,9.0,11.0,12.0,1,0,elemental,Evil,Monster Manual (SRD)
ice-toad,,1.0,monstrosity,Medium,12,32,neutral,0,Adventures (Tyranny of Dragons),19/08/2014,13.0,10.0,14.0,8.0,10.0,6.0,0,1,monstrosity,Neutral,Adventures
illusionist,,3.0,humanoid (any race),Medium,12,38,any alignment,0,Volo's Guide to Monsters,15/11/2016,9.0,14.0,13.0,16.0,11.0,12.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
imix,,19.0,elemental,Huge,17,325,neutral evil,0,Adventures (Princes of the Apocalypse),07/04/2015,19.0,24.0,22.0,15.0,16.0,23.0,1,0,elemental,Evil,Adventures
imp,https://www.aidedd.org/dnd/monstres.php?vo=imp,1.0,"fiend (devil, shapechanger)",Tiny,13,10,lawful evil,0,Monster Manual (SRD),12/01/2016,6.0,17.0,13.0,11.0,12.0,14.0,1,0,fiend,Evil,Monster Manual (SRD)
intellect-devourer,,2.0,aberration,Tiny,12,21,lawful evil,0,Monster Manual,30/09/2014,6.0,14.0,13.0,12.0,11.0,10.0,0,0,aberration,Evil,Monster Manual
invisible-stalker,https://www.aidedd.org/dnd/monstres.php?vo=invisible-stalker,6.0,elemental,Medium,14,104,neutral,0,Monster Manual (SRD),12/01/2016,16.0,19.0,14.0,10.0,15.0,11.0,1,0,elemental,Neutral,Monster Manual (SRD)
iron-cobra,,4.0,construct,Medium,13,45,unaligned,0,Mordenkainen's Tome of Foes,29/05/2018,12.0,16.0,14.0,3.0,10.0,1.0,0,0,construct,Unaligned,Mordenkainen's Tome of Foes
iron-consul,,2.0,humanoid (human),Medium,16,45,lawful evil,0,Adventures (Descent into Avernus),17/09/2019,17.0,11.0,16.0,12.0,15.0,16.0,0,0,humanoid,Evil,Adventures
iron-golem,https://www.aidedd.org/dnd/monstres.php?vo=iron-golem,16.0,construct,Large,20,210,unaligned,0,Monster Manual (SRD),12/01/2016,24.0,9.0,20.0,3.0,11.0,1.0,0,0,construct,Unaligned,Monster Manual (SRD)
jackal,https://www.aidedd.org/dnd/monstres.php?vo=jackal,0.0,beast,Small,12,3,unaligned,0,Monster Manual (SRD),12/01/2016,8.0,15.0,11.0,3.0,12.0,6.0,0,0,beast,Unaligned,Monster Manual (SRD)
jackalwere,https://www.aidedd.org/dnd/monstres.php?vo=jackalwere,0.5,humanoid (shapechanger),Medium,12,18,chaotic evil,0,Monster Manual (BR),03/07/2014,11.0,15.0,11.0,13.0,11.0,10.0,0,0,humanoid,Evil,Monster Manual (BR)
jaculi,,0.5,beast,Large,14,16,unaligned,0,Adventures (Tomb of Annihilation),19/09/2017,15.0,14.0,11.0,2.0,8.0,3.0,0,0,beast,Unaligned,Adventures
jarlaxle-baenre,,15.0,humanoid (elf),Medium,24,123,chaotic neutral,0,Adventures (Dragon Heist),18/09/2018,12.0,22.0,14.0,20.0,16.0,19.0,0,0,humanoid,Neutral,Adventures
juiblex,,23.0,fiend (demon),Huge,18,350,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,24.0,10.0,23.0,20.0,20.0,16.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
kamadan,,4.0,monstrosity,Large,13,67,unaligned,0,Adventures (Tomb of Annihilation),19/09/2017,16.0,16.0,14.0,3.0,14.0,10.0,0,0,monstrosity,Unaligned,Adventures
kenku,https://www.aidedd.org/dnd/monstres.php?vo=kenku,0.25,humanoid (kenku),Medium,13,13,chaotic neutral,0,Monster Manual (BR),03/07/2014,10.0,16.0,10.0,11.0,10.0,10.0,0,0,humanoid,Neutral,Monster Manual (BR)
ki-rin,,12.0,celestial,Huge,20,152,lawful good,1,Volo's Guide to Monsters,15/11/2016,21.0,16.0,16.0,19.0,20.0,20.0,1,0,celestial,Good,Volo's Guide to Monsters
killer-whale,https://www.aidedd.org/dnd/monstres.php?vo=killer-whale,3.0,beast,Huge,12,90,unaligned,0,Monster Manual (SRD),12/01/2016,19.0,10.0,13.0,3.0,12.0,7.0,0,1,beast,Unaligned,Monster Manual (SRD)
knight,https://www.aidedd.org/dnd/monstres.php?vo=knight,3.0,humanoid (any race),Medium,18,52,any alignment,0,Monster Manual (SRD),12/01/2016,16.0,11.0,14.0,11.0,11.0,15.0,0,0,humanoid,Neutral,Monster Manual (SRD)
kobold,https://www.aidedd.org/dnd/monstres.php?vo=kobold,0.125,humanoid (kobold),Small,12,5,lawful evil,0,Monster Manual (SRD),12/01/2016,7.0,15.0,9.0,8.0,7.0,8.0,0,0,humanoid,Evil,Monster Manual (SRD)
kobold-dragonshield,,1.0,humanoid (kobold),Small,15,44,lawful evil,0,Volo's Guide to Monsters,15/11/2016,12.0,15.0,14.0,8.0,9.0,10.0,0,0,humanoid,Evil,Volo's Guide to Monsters
kobold-inventor,https://www.aidedd.org/dnd/monstres.php?vo=kobold-inventor,0.25,humanoid (kobold),Small,12,13,lawful evil,0,Volo's Guide to Monsters,15/11/2016,7.0,15.0,12.0,8.0,7.0,8.0,0,0,humanoid,Evil,Volo's Guide to Monsters
kobold-scale-sorcerer,,1.0,humanoid (kobold),Small,15,27,lawful evil,0,Volo's Guide to Monsters,15/11/2016,7.0,15.0,14.0,10.0,9.0,14.0,0,0,humanoid,Evil,Volo's Guide to Monsters
korred,,7.0,fey,Small,17,102,chaotic neutral,0,Volo's Guide to Monsters,15/11/2016,23.0,14.0,20.0,10.0,15.0,9.0,0,0,fey,Neutral,Volo's Guide to Monsters
kraken,https://www.aidedd.org/dnd/monstres.php?vo=kraken,23.0,monstrosity (titan),Gargantuan,18,472,chaotic evil,1,Monster Manual (SRD),12/01/2016,30.0,11.0,25.0,22.0,18.0,20.0,0,1,monstrosity,Evil,Monster Manual (SRD)
kraken-priest,,5.0,humanoid (any race),Medium,10,75,any evil alignment,0,Volo's Guide to Monsters,15/11/2016,12.0,10.0,16.0,10.0,15.0,14.0,0,1,humanoid,Evil,Volo's Guide to Monsters
kruthik-hive-lord,,5.0,monstrosity,Large,20,102,unaligned,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,16.0,17.0,10.0,14.0,10.0,0,0,monstrosity,Unaligned,Mordenkainen's Tome of Foes
kuo-toa,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa,0.25,humanoid (kuo-toa),Medium,13,18,neutral evil,0,Monster Manual (BR),03/07/2014,13.0,10.0,11.0,11.0,10.0,8.0,0,1,humanoid,Evil,Monster Manual (BR)
kuo-toa-archpriest,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa-archpriest,6.0,humanoid (kuo-toa),Medium,13,97,neutral evil,0,Monster Manual (BR),03/07/2014,16.0,14.0,16.0,13.0,16.0,14.0,0,1,humanoid,Evil,Monster Manual (BR)
kuo-toa-whip,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa-whip,1.0,humanoid (kuo-toa),Medium,11,65,neutral evil,0,Monster Manual (BR),03/07/2014,14.0,10.0,14.0,12.0,14.0,11.0,0,1,humanoid,Evil,Monster Manual (BR)
laeral-silverhand,https://www.aidedd.org/dnd/monstres.php?vo=laeral-silverhand,17.0,humanoid (human),Medium,18,228,chaotic good,0,Adventures (Dragon Heist),18/09/2018,13.0,17.0,20.0,20.0,20.0,19.0,0,0,humanoid,Good,Adventures
lamia,https://www.aidedd.org/dnd/monstres.php?vo=lamia,4.0,monstrosity,Large,13,97,chaotic evil,0,Monster Manual (SRD),12/01/2016,16.0,13.0,15.0,14.0,15.0,16.0,0,0,monstrosity,Evil,Monster Manual (SRD)
lemure,https://www.aidedd.org/dnd/monstres.php?vo=lemure,0.0,fiend (devil),Medium,7,13,lawful evil,0,Monster Manual (SRD),12/01/2016,10.0,5.0,11.0,1.0,11.0,3.0,0,0,fiend,Evil,Monster Manual (SRD)
leucrotta,,3.0,monstrosity,Large,14,67,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,18.0,14.0,15.0,9.0,12.0,6.0,0,0,monstrosity,Evil,Volo's Guide to Monsters
leviathan,,20.0,elemental,Gargantuan,17,328,neutral,0,Mordenkainen's Tome of Foes,29/05/2018,30.0,24.0,30.0,2.0,18.0,17.0,0,1,elemental,Neutral,Mordenkainen's Tome of Foes
lich,https://www.aidedd.org/dnd/monstres.php?vo=lich,21.0,undead,Medium,17,135,any evil alignment,1,Monster Manual (SRD),12/01/2016,11.0,16.0,16.0,20.0,14.0,16.0,0,0,undead,Evil,Monster Manual (SRD)
lion,https://www.aidedd.org/dnd/monstres.php?vo=lion,1.0,beast,Large,12,26,unaligned,0,Monster Manual (SRD),12/01/2016,17.0,15.0,13.0,3.0,12.0,8.0,0,0,beast,Unaligned,Monster Manual (SRD)
lizard,https://www.aidedd.org/dnd/monstres.php?vo=lizard,0.0,beast,Tiny,10,2,unaligned,0,Monster Manual (SRD),12/01/2016,2.0,11.0,10.0,1.0,8.0,3.0,0,0,beast,Unaligned,Monster Manual (SRD)
lizard-king-queen,https://www.aidedd.org/dnd/monstres.php?vo=lizard-king-queen,4.0,humanoid (lizardfolk),Medium,15,78,chaotic evil,0,Monster Manual (BR),03/07/2014,17.0,12.0,15.0,11.0,11.0,15.0,0,1,humanoid,Evil,Monster Manual (BR)
lizardfolk,https://www.aidedd.org/dnd/monstres.php?vo=lizardfolk,0.5,humanoid (lizardfolk),Medium,15,22,neutral,0,Monster Manual (SRD),12/01/2016,15.0,10.0,13.0,7.0,12.0,7.0,0,1,humanoid,Neutral,Monster Manual (SRD)
lizardfolk-shaman,https://www.aidedd.org/dnd/monstres.php?vo=lizardfolk-shaman,2.0,humanoid (lizardfolk),Medium,13,27,neutral,0,Monster Manual (BR),03/07/2014,15.0,10.0,13.0,10.0,15.0,8.0,0,1,humanoid,Neutral,Monster Manual (BR)
mage,https://www.aidedd.org/dnd/monstres.php?vo=mage,6.0,humanoid (any race),Medium,12,40,any alignment,0,Monster Manual (SRD),12/01/2016,9.0,14.0,11.0,17.0,12.0,11.0,0,0,humanoid,Neutral,Monster Manual (SRD)
magma-mephit,https://www.aidedd.org/dnd/monstres.php?vo=magma-mephit,0.5,elemental,Small,11,22,neutral evil,0,Monster Manual (SRD),12/01/2016,8.0,12.0,12.0,7.0,10.0,10.0,1,0,elemental,Evil,Monster Manual (SRD)
magmin,https://www.aidedd.org/dnd/monstres.php?vo=magmin,0.5,elemental,Small,14,9,chaotic neutral,0,Monster Manual (SRD),12/01/2016,7.0,15.0,12.0,8.0,11.0,10.0,0,0,elemental,Neutral,Monster Manual (SRD)
male-steeder,,0.25,monstrosity,Medium,12,13,unaligned,0,Mordenkainen's Tome of Foes,29/05/2018,15.0,12.0,14.0,2.0,10.0,3.0,0,0,monstrosity,Unaligned,Mordenkainen's Tome of Foes
mammoth,https://www.aidedd.org/dnd/monstres.php?vo=mammoth,6.0,beast,Huge,13,126,unaligned,0,Monster Manual (SRD),12/01/2016,24.0,9.0,21.0,3.0,11.0,6.0,0,0,beast,Unaligned,Monster Manual (SRD)
manes,,0.125,fiend (demon),Small,9,9,chaotic evil,0,Monster Manual,30/09/2014,10.0,9.0,13.0,3.0,8.0,4.0,0,0,fiend,Evil,Monster Manual
manshoon,,13.0,humanoid (human),Medium,19,126,lawful evil,0,Adventures (Dragon Heist),18/09/2018,10.0,14.0,12.0,23.0,15.0,16.0,0,0,humanoid,Evil,Adventures
manticore,https://www.aidedd.org/dnd/monstres.php?vo=manticore,3.0,monstrosity,Large,14,68,lawful evil,0,Monster Manual (SRD),12/01/2016,17.0,16.0,17.0,7.0,12.0,8.0,1,0,monstrosity,Evil,Monster Manual (SRD)
mantrap,,1.0,plant,Large,12,45,unaligned,0,Adventures (Tomb of Annihilation),19/09/2017,15.0,14.0,12.0,1.0,10.0,2.0,0,0,plant,Unaligned,Adventures
marid,,11.0,elemental,Large,17,229,chaotic neutral,0,Monster Manual,30/09/2014,22.0,12.0,26.0,18.0,17.0,18.0,1,1,elemental,Neutral,Monster Manual
marilith,https://www.aidedd.org/dnd/monstres.php?vo=marilith,16.0,fiend (demon),Large,18,189,chaotic evil,0,Monster Manual (SRD),12/01/2016,18.0,20.0,20.0,18.0,16.0,20.0,0,0,fiend,Evil,Monster Manual (SRD)
martial-arts-adept,,3.0,humanoid (any race),Medium,16,60,any alignment,0,Volo's Guide to Monsters,15/11/2016,11.0,17.0,13.0,11.0,16.0,10.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
marut,,25.0,construct (inevitable),Large,22,432,lawful neutral,0,Mordenkainen's Tome of Foes,29/05/2018,28.0,12.0,26.0,19.0,15.0,18.0,1,0,construct,Neutral,Mordenkainen's Tome of Foes
master-of-souls,,4.0,humanoid (human),Medium,12,45,neutral evil,0,Adventures (Descent into Avernus),17/09/2019,10.0,14.0,17.0,19.0,14.0,13.0,0,0,humanoid,Evil,Adventures
master-thief,,5.0,humanoid (any race),Medium,16,84,any alignment,0,Volo's Guide to Monsters,15/11/2016,11.0,18.0,14.0,11.0,11.0,12.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
mastiff,https://www.aidedd.org/dnd/monstres.php?vo=mastiff,0.125,beast,Medium,12,5,unaligned,0,Monster Manual (SRD),12/01/2016,13.0,14.0,12.0,3.0,12.0,7.0,0,0,beast,Unaligned,Monster Manual (SRD)
maurezhi,,7.0,fiend (demon),Medium,15,88,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,14.0,17.0,12.0,11.0,12.0,15.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
maw-demon,,1.0,fiend (demon),Medium,13,33,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,14.0,8.0,13.0,5.0,8.0,5.0,0,0,fiend,Evil,Volo's Guide to Monsters
meazel,,1.0,humanoid (meazel),Medium,13,35,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,8.0,17.0,9.0,14.0,13.0,10.0,0,0,humanoid,Evil,Mordenkainen's Tome of Foes
medusa,https://www.aidedd.org/dnd/monstres.php?vo=medusa,6.0,monstrosity,Medium,15,127,lawful evil,0,Monster Manual (SRD),12/01/2016,10.0,15.0,16.0,12.0,13.0,15.0,0,0,monstrosity,Evil,Monster Manual (SRD)
meenlock,,2.0,fey,Small,15,31,neutral evil,0,Volo's Guide to Monsters,15/11/2016,7.0,15.0,12.0,11.0,10.0,8.0,0,0,fey,Evil,Volo's Guide to Monsters
merfolk,https://www.aidedd.org/dnd/monstres.php?vo=merfolk,0.125,humanoid (merfolk),Medium,11,11,neutral,0,Monster Manual (SRD),12/01/2016,10.0,13.0,12.0,11.0,11.0,12.0,0,1,humanoid,Neutral,Monster Manual (SRD)
merregon,,4.0,fiend (devil),Medium,16,45,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,18.0,14.0,17.0,6.0,12.0,8.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
merrenoloth,,3.0,fiend (yugoloth),Medium,13,40,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,8.0,17.0,10.0,17.0,14.0,11.0,0,1,fiend,Evil,Mordenkainen's Tome of Foes
merrow,https://www.aidedd.org/dnd/monstres.php?vo=merrow,2.0,monstrosity,Large,13,45,chaotic evil,0,Monster Manual (SRD),12/01/2016,18.0,10.0,15.0,8.0,10.0,9.0,0,1,monstrosity,Evil,Monster Manual (SRD)
mezzoloth,https://www.aidedd.org/dnd/monstres.php?vo=mezzoloth,5.0,fiend (yugoloth),Medium,18,75,neutral evil,0,Monster Manual (BR),03/07/2014,18.0,11.0,16.0,7.0,10.0,11.0,0,0,fiend,Evil,Monster Manual (BR)
mimic,https://www.aidedd.org/dnd/monstres.php?vo=mimic,2.0,monstrosity (shapechanger),Medium,12,58,neutral,0,Monster Manual (SRD),12/01/2016,17.0,12.0,15.0,5.0,13.0,8.0,0,0,monstrosity,Neutral,Monster Manual (SRD)
mind-flayer,,7.0,aberration,Medium,15,71,lawful evil,0,Monster Manual,30/09/2014,11.0,12.0,12.0,19.0,17.0,17.0,0,0,aberration,Evil,Monster Manual
mindwitness,https://www.aidedd.org/dnd/monstres.php?vo=mindwitness,5.0,aberration,Large,15,75,lawful evil,0,Volo's Guide to Monsters,15/11/2016,10.0,14.0,14.0,15.0,15.0,10.0,1,0,aberration,Evil,Volo's Guide to Monsters
minotaur,https://www.aidedd.org/dnd/monstres.php?vo=minotaur,3.0,monstrosity,Large,14,76,chaotic evil,0,Monster Manual (SRD),12/01/2016,18.0,11.0,16.0,6.0,16.0,9.0,0,0,monstrosity,Evil,Monster Manual (SRD)
minotaur-skeleton,https://www.aidedd.org/dnd/monstres.php?vo=minotaur-skeleton,2.0,undead,Large,12,67,lawful evil,0,Monster Manual (SRD),12/01/2016,18.0,11.0,15.0,6.0,8.0,5.0,0,0,undead,Evil,Monster Manual (SRD)
moloch,https://www.aidedd.org/dnd/monstres.php?vo=moloch,21.0,fiend (devil),Large,19,253,lawful evil,1,Mordenkainen's Tome of Foes,29/05/2018,26.0,19.0,22.0,21.0,18.0,23.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
molydeus,,21.0,fiend (demon),Huge,19,216,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,28.0,22.0,25.0,21.0,24.0,24.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
monodrone,,0.125,construct,Medium,15,5,lawful neutral,0,Monster Manual,30/09/2014,10.0,13.0,12.0,4.0,10.0,5.0,1,0,construct,Neutral,Monster Manual
morkoth,,11.0,aberration,Medium,17,130,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,14.0,14.0,14.0,20.0,15.0,13.0,0,1,aberration,Evil,Volo's Guide to Monsters
mouth-of-grolantor,,6.0,giant (hill giant),Huge,14,105,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,21.0,10.0,18.0,5.0,7.0,5.0,0,0,giant,Evil,Volo's Guide to Monsters
mud-mephit,https://www.aidedd.org/dnd/monstres.php?vo=mud-mephit,0.25,elemental,Small,11,27,neutral evil,0,Monster Manual (SRD),12/01/2016,8.0,12.0,12.0,9.0,11.0,7.0,1,1,elemental,Evil,Monster Manual (SRD)
mule,https://www.aidedd.org/dnd/monstres.php?vo=mule,0.125,beast,Medium,10,11,unaligned,0,Monster Manual (SRD),12/01/2016,14.0,10.0,13.0,2.0,10.0,5.0,0,0,beast,Unaligned,Monster Manual (SRD)
mummified-warrior,https://www.aidedd.org/dnd/monstres.php?vo=mummified-warrior,0.25,undead,Medium,8,19,neutral,0,Extra (AideDD),,13.0,6.0,14.0,8.0,6.0,8.0,0,0,undead,Neutral,Extra
mummy,https://www.aidedd.org/dnd/monstres.php?vo=mummy,3.0,undead,Medium,11,58,lawful evil,0,Monster Manual (SRD),12/01/2016,16.0,8.0,15.0,6.0,10.0,12.0,0,0,undead,Evil,Monster Manual (SRD)
mummy-lord,https://www.aidedd.org/dnd/monstres.php?vo=mummy-lord,15.0,undead,Medium,17,97,lawful evil,1,Monster Manual (SRD),12/01/2016,18.0,10.0,17.0,11.0,18.0,16.0,0,0,undead,Evil,Monster Manual (SRD)
myconid-adult,,0.5,plant,Medium,12,22,lawful neutral,0,Monster Manual,30/09/2014,10.0,10.0,12.0,10.0,13.0,7.0,0,0,plant,Neutral,Monster Manual
myconid-sovereign,,2.0,plant,Large,13,60,lawful neutral,0,Monster Manual,30/09/2014,12.0,10.0,14.0,13.0,15.0,10.0,0,0,plant,Neutral,Monster Manual
myconid-sprout,,0.0,plant,Small,10,7,lawful neutral,0,Monster Manual,30/09/2014,8.0,10.0,10.0,8.0,11.0,5.0,0,0,plant,Neutral,Monster Manual
nabassu,,15.0,fiend (demon),Medium,18,190,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,22.0,14.0,21.0,14.0,15.0,17.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
nagpa,,17.0,humanoid (nagpa),Medium,19,187,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,9.0,15.0,12.0,23.0,18.0,21.0,0,0,humanoid,Evil,Mordenkainen's Tome of Foes
nalfeshnee,https://www.aidedd.org/dnd/monstres.php?vo=nalfeshnee,13.0,fiend (demon),Large,18,184,chaotic evil,0,Monster Manual (SRD),12/01/2016,21.0,10.0,22.0,19.0,12.0,15.0,1,0,fiend,Evil,Monster Manual (SRD)
narzugon,https://www.aidedd.org/dnd/monstres.php?vo=narzugon,13.0,fiend (devil),Medium,20,112,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,20.0,10.0,17.0,16.0,14.0,19.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
necromancer,,9.0,humanoid (any race),Medium,12,66,any alignment,0,Volo's Guide to Monsters,15/11/2016,9.0,14.0,12.0,17.0,12.0,11.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
necromite-of-myrkul,,0.5,humanoid (human),Medium,11,13,neutral evil,0,Adventures (Descent into Avernus),17/09/2019,10.0,13.0,15.0,16.0,11.0,10.0,0,0,humanoid,Evil,Adventures
needle-blight,,0.25,plant,Medium,12,11,neutral evil,0,Monster Manual,30/09/2014,12.0,12.0,13.0,4.0,8.0,3.0,0,0,plant,Evil,Monster Manual
neogi,,3.0,aberration,Small,15,33,lawful evil,0,Volo's Guide to Monsters,15/11/2016,6.0,16.0,14.0,13.0,12.0,15.0,0,0,aberration,Evil,Volo's Guide to Monsters
neogi-hatchling,,0.125,aberration,Tiny,11,7,lawful evil,0,Volo's Guide to Monsters,15/11/2016,3.0,13.0,10.0,6.0,10.0,9.0,0,0,aberration,Evil,Volo's Guide to Monsters
neogi-master,,4.0,aberration,Medium,15,71,lawful evil,0,Volo's Guide to Monsters,15/11/2016,6.0,16.0,14.0,16.0,12.0,18.0,0,0,aberration,Evil,Volo's Guide to Monsters
neothelid,,13.0,aberration,Gargantuan,16,325,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,27.0,7.0,21.0,3.0,16.0,12.0,0,0,aberration,Evil,Volo's Guide to Monsters
night-blade,,0.25,humanoid (human),Medium,12,11,chaotic evil,0,Adventures (Descent into Avernus),17/09/2019,11.0,15.0,12.0,10.0,11.0,14.0,0,0,humanoid,Evil,Adventures
night-hag,https://www.aidedd.org/dnd/monstres.php?vo=night-hag,5.0,fiend,Medium,17,112,neutral evil,0,Monster Manual (SRD),12/01/2016,18.0,15.0,16.0,16.0,14.0,16.0,0,0,fiend,Evil,Monster Manual (SRD)
nightmare,https://www.aidedd.org/dnd/monstres.php?vo=nightmare,3.0,fiend,Large,13,68,neutral evil,0,Monster Manual (SRD),12/01/2016,18.0,15.0,16.0,10.0,13.0,15.0,1,0,fiend,Evil,Monster Manual (SRD)
nightwalker,,20.0,undead,Huge,14,297,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,22.0,19.0,24.0,6.0,9.0,8.0,1,0,undead,Evil,Mordenkainen's Tome of Foes
nilbog,https://www.aidedd.org/dnd/monstres.php?vo=nilbog,1.0,humanoid (goblinoid),Small,13,7,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,8.0,14.0,10.0,10.0,8.0,15.0,0,0,humanoid,Evil,Volo's Guide to Monsters
